churn_probability,actual_churn,top_risk_factors,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,risk_tier,expected_remaining_months,CLV,priority_score,priority_rank
0.20427923,0,"tenure, StreamingTV_Yes, OnlineBackup_Yes",57,19.5,1167.6,Two year,No,LOW,1.0,19.5,3.98,1044
0.04964429,0,"tenure, StreamingMovies_Yes, PaymentMethod_Electronic check",63,79.85,4861.45,Two year,DSL,LOW,1.0,79.85,3.96,1045
0.07185933,0,"StreamingTV_Yes, tenure, num_services",32,54.65,1830.1,Month-to-month,DSL,LOW,1.0,54.65,3.93,1046
0.0064946846,0,"num_services, tenure, Contract_Two year",2,19.85,35.9,One year,No,LOW,30.421786120591584,603.87,3.92,1047
0.05638629,0,"PaymentMethod_Electronic check, num_services, OnlineBackup_Yes",35,69.15,2490.15,Two year,DSL,LOW,1.0,69.15,3.9,1048
0.03355652,0,"charge_per_service, PaymentMethod_Electronic check, num_services",72,115.75,8399.15,Two year,Fiber optic,LOW,1.0,115.75,3.88,1049
0.0017523958,0,"tenure, num_services, Contract_Two year",3,75.1,270.7,Month-to-month,Fiber optic,LOW,29.421786120591584,2209.58,3.87,1050
0.19652484,0,"PaymentMethod_Electronic check, num_services, DeviceProtection_Yes",72,19.3,1304.8,Two year,No,LOW,1.0,19.3,3.79,1051
0.059407674,0,"charge_per_service, OnlineBackup_Yes, PaymentMethod_Electronic check",52,63.25,3342.45,Two year,DSL,LOW,1.0,63.25,3.76,1052
0.036132272,0,"num_services, charge_per_service, StreamingTV_Yes",71,104.05,7413.55,Two year,Fiber optic,LOW,1.0,104.05,3.76,1052
0.036853943,0,"Contract_Two year, num_services, TotalCharges",49,101.55,5070.4,Month-to-month,Fiber optic,LOW,1.0,101.55,3.74,1054
0.1444907,0,"charge_per_service, PaymentMethod_Electronic check, StreamingMovies_Yes",45,25.9,1216.6,One year,No,LOW,1.0,25.9,3.74,1054
0.15120439,0,"PaymentMethod_Electronic check, StreamingTV_Yes, DeviceProtection_Yes",38,24.25,914.4,One year,No,LOW,1.0,24.25,3.67,1056
0.043911982,0,"PaymentMethod_Electronic check, num_services, StreamingMovies_Yes",35,83.15,2848.45,Month-to-month,Fiber optic,LOW,1.0,83.15,3.65,1057
0.0021810087,0,"tenure, num_services, Contract_Two year",3,56.15,168.15,Month-to-month,DSL,LOW,29.421786120591584,1652.03,3.6,1058
0.013121487,1,"tenure, num_services, MonthlyCharges",22,26.25,605.9,Two year,No,LOW,10.421786120591584,273.57,3.59,1059
0.005859738,0,"charge_per_service, Contract_Two year, TotalCharges",1,19.45,19.45,Month-to-month,No,LOW,31.421786120591584,611.15,3.58,1060
0.0018303616,0,"Contract_Two year, tenure, PaymentMethod_Electronic check",3,64.5,177.4,Month-to-month,DSL,LOW,29.421786120591584,1897.71,3.47,1061
0.041795455,0,"charge_per_service, num_services, PaymentMethod_Electronic check",54,82.45,4350.1,One year,DSL,LOW,1.0,82.45,3.45,1062
0.0015237479,0,"charge_per_service, Contract_Two year, tenure",7,89.15,574.35,Month-to-month,Fiber optic,LOW,25.421786120591584,2266.35,3.45,1062
0.17774963,0,"charge_per_service, PaymentMethod_Electronic check, TotalCharges",36,19.25,679.8,One year,No,LOW,1.0,19.25,3.42,1064
0.14222227,0,"charge_per_service, PaymentMethod_Electronic check, num_services",39,23.8,903.8,Two year,No,LOW,1.0,23.8,3.38,1065
0.0011793032,0,"Contract_Two year, charge_per_service, tenure",4,99.8,442.85,Month-to-month,Fiber optic,LOW,28.421786120591584,2836.49,3.35,1066
0.0018272644,0,"tenure, num_services, charge_per_service",15,105.1,1582.75,Month-to-month,Fiber optic,LOW,17.421786120591584,1831.03,3.35,1066
0.0031254087,0,"Contract_Two year, PaymentMethod_Electronic check, tenure",13,54.8,731.3,Month-to-month,DSL,LOW,19.421786120591584,1064.31,3.33,1068
0.009494476,0,"charge_per_service, Contract_Two year, PaymentMethod_Electronic check",29,101.45,2948.6,Month-to-month,Fiber optic,LOW,3.421786120591584,347.14,3.3,1069
0.16396347,0,"num_services, PaymentMethod_Electronic check, OnlineBackup_Yes",70,20.05,1360.25,Two year,No,LOW,1.0,20.05,3.29,1070
0.1649267,0,"TotalCharges, PaymentMethod_Electronic check, tenure",66,19.95,1269.1,Two year,No,LOW,1.0,19.95,3.29,1070
0.032082748,0,"charge_per_service, Contract_Two year, OnlineSecurity_Yes",47,100.5,4707.1,Month-to-month,Fiber optic,LOW,1.0,100.5,3.22,1073
0.030680291,0,"tenure, charge_per_service, num_services",52,105.1,5376.4,One year,Fiber optic,LOW,1.0,105.1,3.22,1073
0.0019240222,0,"charge_per_service, Contract_Two year, PaymentMethod_Electronic check",8,68.55,564.35,Month-to-month,DSL,LOW,24.421786120591584,1674.11,3.22,1073
0.045240197,0,"num_services, tenure, MonthlyCharges",31,49.85,1520.1,Two year,DSL,LOW,1.4217861205915838,70.88,3.21,1075
0.004462354,0,"charge_per_service, PaymentMethod_Electronic check, num_services",24,84.35,1938.05,Month-to-month,Fiber optic,LOW,8.421786120591584,710.38,3.17,1076
0.0012490109,0,"tenure, Contract_Two year, num_services",7,99.8,673.25,Month-to-month,Fiber optic,LOW,25.421786120591584,2537.09,3.17,1076
0.12518379,1,"tenure, PaymentMethod_Electronic check, OnlineBackup_Yes",42,25.25,1108.2,Two year,No,LOW,1.0,25.25,3.16,1079
0.04824713,0,"StreamingTV_Yes, num_services, tenure",72,65.55,4807.45,Two year,DSL,LOW,1.0,65.55,3.16,1079
0.016734194,0,"Contract_Two year, PaymentMethod_Electronic check, PaymentMethod_Credit card (automatic)",23,20.05,415.1,One year,No,LOW,9.421786120591584,188.91,3.16,1079
0.0033359667,0,"charge_per_service, Contract_Two year, MonthlyCharges",1,29.95,29.95,Month-to-month,DSL,LOW,31.421786120591584,941.08,3.14,1081
0.057172175,0,"num_services, charge_per_service, PaymentMethod_Electronic check",42,54.75,2348.45,One year,DSL,LOW,1.0,54.75,3.13,1082
0.0076530413,0,"num_services, Contract_Two year, charge_per_service",12,20.05,267.0,One year,No,LOW,20.421786120591584,409.46,3.13,1082
0.03193561,0,"StreamingMovies_Yes, StreamingTV_Yes, charge_per_service",71,96.35,6766.95,Two year,Fiber optic,LOW,1.0,96.35,3.08,1084
0.010518501,0,"charge_per_service, MonthlyCharges, num_services",29,84.9,2516.2,Month-to-month,Fiber optic,LOW,3.421786120591584,290.51,3.06,1085
0.029920312,0,"num_services, Contract_Two year, charge_per_service",38,101.15,3741.85,Month-to-month,Fiber optic,LOW,1.0,101.15,3.03,1086
0.014857729,0,"charge_per_service, PaymentMethod_Electronic check, Contract_Two year",30,84.3,2438.6,Month-to-month,Fiber optic,LOW,2.421786120591584,204.16,3.03,1086
0.12106674,1,"tenure, num_services, PaymentMethod_Electronic check",58,24.7,1519.0,Two year,No,LOW,1.0,24.7,2.99,1089
0.052911464,0,"PaymentMethod_Electronic check, OnlineBackup_Yes, PaymentMethod_Mailed check",71,56.45,3985.35,One year,DSL,LOW,1.0,56.45,2.99,1089
0.033320595,0,"charge_per_service, num_services, PaymentMethod_Electronic check",72,89.85,6562.9,Two year,DSL,LOW,1.0,89.85,2.99,1089
0.029984051,0,"charge_per_service, TotalCharges, OnlineSecurity_Yes",42,99.0,4298.45,One year,Fiber optic,LOW,1.0,99.0,2.97,1091
0.008143432,0,"PaymentMethod_Electronic check, charge_per_service, TotalCharges",14,19.55,294.5,One year,No,LOW,18.421786120591584,360.15,2.93,1092
0.14329937,1,"PaymentMethod_Electronic check, DeviceProtection_Yes, StreamingMovies_Yes",44,20.4,905.55,Two year,No,LOW,1.0,20.4,2.92,1093
0.115025535,0,"PaymentMethod_Electronic check, num_services, Dependents",46,24.9,1174.8,One year,No,LOW,1.0,24.9,2.86,1094
0.11864176,0,"StreamingTV_Yes, num_services, DeviceProtection_Yes",69,23.95,1713.1,Two year,No,LOW,1.0,23.95,2.84,1095
0.0018431637,0,"Contract_Two year, charge_per_service, PaymentMethod_Electronic check",5,55.7,259.4,Month-to-month,DSL,LOW,27.421786120591584,1527.39,2.82,1096
0.0066434,0,"Contract_Two year, charge_per_service, PaymentMethod_Electronic check",23,44.95,996.85,Month-to-month,DSL,LOW,9.421786120591584,423.51,2.81,1097
0.061882548,0,"charge_per_service, PaymentMethod_Electronic check, Contract_One year",48,45.3,2145.0,Month-to-month,DSL,LOW,1.0,45.3,2.8,1098
0.0011148757,0,"Contract_Two year, charge_per_service, PaymentMethod_Electronic check",1,79.35,79.35,Month-to-month,Fiber optic,LOW,31.421786120591584,2493.32,2.78,1099
0.0043141493,0,"tenure, StreamingMovies_Yes, PaymentMethod_Electronic check",1,20.35,20.35,Month-to-month,No,LOW,31.421786120591584,639.43,2.76,1100
0.0023051966,0,"charge_per_service, Contract_Two year, tenure",3,40.3,92.5,Month-to-month,DSL,LOW,29.421786120591584,1185.7,2.73,1101
0.009915786,0,"charge_per_service, PaymentMethod_Electronic check, num_services",29,80.1,2211.8,Month-to-month,DSL,LOW,3.421786120591584,274.09,2.72,1102
0.017993793,0,"charge_per_service, PaymentMethod_Electronic check, MonthlyCharges",25,20.15,536.35,Month-to-month,No,LOW,7.421786120591584,149.55,2.69,1103
0.028049812,0,"charge_per_service, num_services, PaymentMethod_Electronic check",53,94.85,5000.2,One year,Fiber optic,LOW,1.0,94.85,2.66,1104
0.10932443,1,"StreamingMovies_Yes, StreamingTV_Yes, PaymentMethod_Electronic check",62,24.25,1424.6,Two year,No,LOW,1.0,24.25,2.65,1105
0.039712783,0,"charge_per_service, PaymentMethod_Electronic check, num_services",72,65.2,4784.45,Two year,DSL,LOW,1.0,65.2,2.59,1106
0.032510296,0,"Contract_Two year, PaymentMethod_Electronic check, charge_per_service",43,79.15,3566.6,Two year,DSL,LOW,1.0,79.15,2.57,1107
0.12781174,0,"charge_per_service, num_services, PaymentMethod_Electronic check",33,20.1,620.55,One year,No,LOW,1.0,20.1,2.57,1107
0.003521865,0,"num_services, Contract_Two year, charge_per_service",22,69.75,1545.4,Month-to-month,DSL,LOW,10.421786120591584,726.92,2.56,1109
0.1012253,0,"PaymentMethod_Electronic check, charge_per_service, TotalCharges",38,25.05,963.95,Two year,No,LOW,1.0,25.05,2.54,1110
0.0013399834,0,"charge_per_service, tenure, TotalCharges",3,64.4,195.65,Month-to-month,DSL,LOW,29.421786120591584,1894.76,2.54,1110
0.0255984,1,"PaymentMethod_Electronic check, num_services, Contract_One year",32,98.85,3145.9,Month-to-month,Fiber optic,LOW,1.0,98.85,2.53,1112
0.0039295238,1,"charge_per_service, Contract_Two year, tenure",1,20.45,20.45,Month-to-month,No,LOW,31.421786120591584,642.58,2.53,1112
0.024043575,0,"tenure, PaymentMethod_Electronic check, num_services",38,104.85,3887.25,One year,Fiber optic,LOW,1.0,104.85,2.52,1114
0.024293153,0,"charge_per_service, PaymentMethod_Electronic check, OnlineBackup_Yes",49,103.7,5036.3,Month-to-month,Fiber optic,LOW,1.0,103.7,2.52,1114
0.041307256,0,"TotalCharges, PaymentMethod_Electronic check, StreamingTV_Yes",36,60.7,2234.55,One year,DSL,LOW,1.0,60.7,2.51,1116
0.008368495,0,"num_services, tenure, Contract_Two year",27,54.75,1510.3,Month-to-month,DSL,LOW,5.421786120591584,296.84,2.48,1117
0.02787463,0,"Contract_Two year, num_services, charge_per_service",68,88.85,6132.7,Two year,DSL,LOW,1.0,88.85,2.48,1117
0.008343649,0,"PaymentMethod_Electronic check, charge_per_service, tenure",29,85.8,2440.25,Month-to-month,Fiber optic,LOW,3.421786120591584,293.59,2.45,1119
0.12599269,1,"PaymentMethod_Electronic check, StreamingMovies_Yes, charge_per_service",59,19.35,1099.6,Two year,No,LOW,1.0,19.35,2.44,1120
0.10004977,0,"PaymentMethod_Electronic check, TotalCharges, StreamingTV_Yes",71,24.25,1732.95,Two year,No,LOW,1.0,24.25,2.43,1121
0.003876816,0,"tenure, StreamingMovies_Yes, TotalCharges",23,66.25,1533.8,One year,DSL,LOW,9.421786120591584,624.19,2.42,1122
0.033060484,0,"tenure, num_services, Contract_Two year",41,73.0,3001.2,One year,DSL,LOW,1.0,73.0,2.41,1123
0.09532777,0,"PaymentMethod_Electronic check, StreamingMovies_Yes, DeviceProtection_Yes",46,24.95,1165.9,One year,No,LOW,1.0,24.95,2.38,1124
0.058250748,0,"charge_per_service, num_services, tenure",41,40.35,1677.85,Month-to-month,DSL,LOW,1.0,40.35,2.35,1125
0.0037522858,0,"TotalCharges, tenure, PaymentMethod_Electronic check",1,19.75,19.75,Month-to-month,No,LOW,31.421786120591584,620.58,2.33,1126
0.023418624,0,"charge_per_service, PaymentMethod_Electronic check, num_services",70,98.7,6858.9,Two year,Fiber optic,LOW,1.0,98.7,2.31,1127
0.113685325,0,"StreamingTV_Yes, tenure, PaymentMethod_Electronic check",72,20.25,1566.9,Two year,No,LOW,1.0,20.25,2.3,1128
0.020592285,0,"charge_per_service, PaymentMethod_Electronic check, OnlineBackup_Yes",48,111.45,5315.1,Month-to-month,Fiber optic,LOW,1.0,111.45,2.3,1128
0.1161175,1,"MonthlyCharges, num_services, PaymentMethod_Electronic check",40,19.6,808.95,Two year,No,LOW,1.0,19.6,2.28,1130
0.020344932,0,"tenure, num_services, DeviceProtection_Yes",72,110.3,7966.9,Two year,Fiber optic,LOW,1.0,110.3,2.24,1131
0.1150059,0,"PaymentMethod_Electronic check, StreamingTV_Yes, DeviceProtection_Yes",48,19.25,855.1,Two year,No,LOW,1.0,19.25,2.21,1132
0.019390907,0,"charge_per_service, MonthlyCharges, num_services",31,79.2,2497.2,Two year,DSL,LOW,1.4217861205915838,112.61,2.18,1133
0.032175254,0,"charge_per_service, PaymentMethod_Electronic check, num_services",34,67.65,2339.3,Two year,DSL,LOW,1.0,67.65,2.18,1133
0.0030502193,0,"TotalCharges, tenure, StreamingTV_Yes",23,75.4,1643.55,Month-to-month,Fiber optic,LOW,9.421786120591584,710.4,2.17,1135
0.0062442794,0,"tenure, Contract_Two year, num_services",15,19.75,311.6,Month-to-month,No,LOW,17.421786120591584,344.08,2.15,1136
0.023679696,0,"charge_per_service, PaymentMethod_Electronic check, num_services",72,89.85,6697.35,Two year,DSL,LOW,1.0,89.85,2.13,1137
0.026804,0,"charge_per_service, PaymentMethod_Electronic check, OnlineBackup_Yes",42,79.35,3344.1,Month-to-month,Fiber optic,LOW,1.0,79.35,2.13,1137
0.10429598,0,"PaymentMethod_Electronic check, StreamingTV_Yes, StreamingMovies_Yes",66,20.35,1359.5,One year,No,LOW,1.0,20.35,2.12,1139
0.0020859274,0,"num_services, charge_per_service, Contract_Two year",14,55.0,771.95,Month-to-month,DSL,LOW,18.421786120591584,1013.2,2.11,1140
0.1058516,0,"num_services, TotalCharges, DeviceProtection_Yes",35,19.85,739.35,Two year,No,LOW,1.0,19.85,2.1,1141
0.018998226,1,"charge_per_service, OnlineBackup_Yes, StreamingTV_Yes",51,110.05,5686.4,One year,Fiber optic,LOW,1.0,110.05,2.09,1142
0.018144049,0,"num_services, Contract_Two year, charge_per_service",72,114.85,8317.95,Two year,Fiber optic,LOW,1.0,114.85,2.08,1143
0.009843469,0,"Contract_Two year, PaymentMethod_Electronic check, charge_per_service",22,20.05,417.0,One year,No,LOW,10.421786120591584,208.96,2.06,1144
0.0012991336,0,"tenure, PaymentMethod_Electronic check, StreamingTV_Yes",10,70.15,735.5,Month-to-month,Fiber optic,LOW,22.421786120591584,1572.89,2.04,1145
0.021547591,0,"num_services, PaymentMethod_Electronic check, charge_per_service",60,94.4,5610.25,One year,Fiber optic,LOW,1.0,94.4,2.03,1146
0.0182612,0,"charge_per_service, tenure, MonthlyCharges",59,110.15,6448.05,One year,Fiber optic,LOW,1.0,110.15,2.01,1147
0.003357486,0,"tenure, num_services, Contract_Two year",13,30.85,394.1,Month-to-month,DSL,LOW,19.421786120591584,599.16,2.01,1147
0.03348671,0,"charge_per_service, PaymentMethod_Electronic check, StreamingMovies_Yes",57,58.75,3437.45,Month-to-month,DSL,LOW,1.0,58.75,1.97,1149
0.08004924,1,"PaymentMethod_Electronic check, PaymentMethod_Credit card (automatic), TotalCharges",64,24.4,1601.2,One year,No,LOW,1.0,24.4,1.95,1150
0.026975606,0,"charge_per_service, PaymentMethod_Electronic check, num_services",43,71.9,3173.35,One year,DSL,LOW,1.0,71.9,1.94,1151
0.022801492,0,"Contract_Two year, TotalCharges, charge_per_service",64,84.3,5289.05,One year,Fiber optic,LOW,1.0,84.3,1.92,1152
0.046589397,0,"Contract_Two year, num_services, OnlineBackup_Yes",59,41.05,2452.7,Month-to-month,DSL,LOW,1.0,41.05,1.91,1153
0.089609966,0,"charge_per_service, InternetService_Fiber optic, PaymentMethod_Electronic check",52,21.0,1107.2,Two year,No,LOW,1.0,21.0,1.88,1154
0.0028017648,0,"tenure, Contract_Two year, num_services",10,29.6,299.05,Two year,DSL,LOW,22.421786120591584,663.68,1.86,1155
0.023692627,0,"charge_per_service, PaymentMethod_Electronic check, num_services",34,78.3,2564.3,Month-to-month,Fiber optic,LOW,1.0,78.3,1.86,1155
0.0011861603,0,"tenure, Contract_Two year, TotalCharges",13,79.25,1111.65,Month-to-month,Fiber optic,LOW,19.421786120591584,1539.18,1.83,1157
0.005409414,0,"tenure, PaymentMethod_Electronic check, PaymentMethod_Credit card (automatic)",15,19.45,340.85,Month-to-month,No,LOW,17.421786120591584,338.85,1.83,1157
0.0010299736,0,"tenure, TotalCharges, Contract_Two year",15,100.15,1415.0,Month-to-month,Fiber optic,LOW,17.421786120591584,1744.79,1.8,1159
0.019539263,0,"Contract_Two year, num_services, PaymentMethod_Electronic check",35,91.5,3236.35,Month-to-month,Fiber optic,LOW,1.0,91.5,1.79,1161
0.08994404,0,"PaymentMethod_Electronic check, PaymentMethod_Credit card (automatic), StreamingMovies_Yes",59,19.85,1188.25,Two year,No,LOW,1.0,19.85,1.79,1161
0.07420429,0,"StreamingTV_Yes, PaymentMethod_Electronic check, charge_per_service",61,24.1,1551.6,Two year,No,LOW,1.0,24.1,1.79,1161
0.023953404,0,"Contract_Two year, num_services, charge_per_service",60,74.85,4456.35,One year,DSL,LOW,1.0,74.85,1.79,1161
0.001977216,0,"charge_per_service, Contract_Two year, MonthlyCharges",12,43.65,526.95,Month-to-month,DSL,LOW,20.421786120591584,891.41,1.76,1165
0.018536009,0,"Contract_Two year, PaymentMethod_Electronic check, num_services",47,94.9,4615.25,One year,Fiber optic,LOW,1.0,94.9,1.76,1165
0.075474456,0,"charge_per_service, Contract_Two year, num_services",35,23.3,797.1,Two year,No,LOW,1.0,23.3,1.76,1165
0.001724831,0,"charge_per_service, Contract_Two year, TotalCharges",17,65.75,1111.2,Month-to-month,DSL,LOW,15.421786120591584,1013.98,1.75,1167
0.0027312601,0,"charge_per_service, Contract_Two year, TotalCharges",1,20.05,20.05,Month-to-month,No,LOW,31.421786120591584,630.01,1.72,1168
0.0035467192,1,"PaymentMethod_Electronic check, TotalCharges, charge_per_service",24,57.6,1367.75,One year,DSL,LOW,8.421786120591584,485.09,1.72,1168
0.0831544,0,"OnlineBackup_Yes, StreamingMovies_Yes, PaymentMethod_Electronic check",63,20.5,1328.15,One year,No,LOW,1.0,20.5,1.7,1170
0.001241251,0,"tenure, charge_per_service, Contract_Two year",2,44.35,81.25,Month-to-month,DSL,LOW,30.421786120591584,1349.21,1.67,1171
0.002002771,0,"Contract_Two year, charge_per_service, tenure",18,56.8,1074.65,Month-to-month,DSL,LOW,14.421786120591584,819.16,1.64,1172
0.015989479,0,"PaymentMethod_Electronic check, StreamingMovies_Yes, InternetService_Fiber optic",49,100.85,4847.35,Month-to-month,Fiber optic,LOW,1.0,100.85,1.61,1173
0.022886727,0,"PaymentMethod_Electronic check, StreamingTV_Yes, TotalCharges",32,69.75,2347.9,Month-to-month,Fiber optic,LOW,1.0,69.75,1.6,1174
0.02810811,0,"StreamingTV_Yes, tenure, TotalCharges",55,56.8,3112.05,Two year,DSL,LOW,1.0,56.8,1.6,1174
0.0662743,1,"charge_per_service, PaymentMethod_Electronic check, StreamingTV_Yes",71,23.95,1756.2,Two year,No,LOW,1.0,23.95,1.59,1176
0.0009615619,0,"tenure, Contract_Two year, PaymentMethod_Electronic check",7,64.3,445.95,Month-to-month,DSL,LOW,25.421786120591584,1634.62,1.57,1177
0.0038590005,0,"tenure, StreamingTV_Yes, PaymentMethod_Electronic check",12,19.35,219.35,One year,No,LOW,20.421786120591584,395.16,1.52,1178
0.008202665,0,"Contract_Two year, PaymentMethod_Electronic check, StreamingTV_Yes",23,19.5,470.2,Month-to-month,No,LOW,9.421786120591584,183.72,1.51,1179
0.0005167351,0,"tenure, Contract_Two year, charge_per_service",4,101.15,385.9,Month-to-month,Fiber optic,LOW,28.421786120591584,2874.86,1.49,1180
0.002204469,1,"charge_per_service, PaymentMethod_Electronic check, num_services",12,33.15,444.75,One year,DSL,LOW,20.421786120591584,676.98,1.49,1180
0.024095029,0,"Contract_Two year, charge_per_service, PaymentMethod_Electronic check",51,60.15,3077.0,One year,DSL,LOW,1.0,60.15,1.45,1182
0.020744314,0,"StreamingMovies_Yes, PaymentMethod_Electronic check, DeviceProtection_Yes",50,69.5,3418.2,Two year,DSL,LOW,1.0,69.5,1.44,1183
0.015918294,0,"PaymentMethod_Electronic check, Contract_Two year, num_services",68,89.6,6127.6,Month-to-month,Fiber optic,LOW,1.0,89.6,1.43,1184
0.00081680657,0,"tenure, charge_per_service, num_services",13,88.95,1161.75,Two year,DSL,LOW,19.421786120591584,1727.57,1.41,1185
0.0024037894,0,"Contract_Two year, charge_per_service, PaymentMethod_Electronic check",16,35.5,552.7,Month-to-month,DSL,LOW,16.421786120591584,582.97,1.4,1186
0.004287884,0,"charge_per_service, Contract_Two year, tenure",16,19.75,284.35,Two year,No,LOW,16.421786120591584,324.33,1.39,1187
0.012384729,1,"PaymentMethod_Electronic check, num_services, OnlineBackup_Yes",68,110.0,7611.85,Two year,Fiber optic,LOW,1.0,110.0,1.36,1188
0.0006546336,0,"charge_per_service, TotalCharges, tenure",7,78.55,522.95,Month-to-month,Fiber optic,LOW,25.421786120591584,1996.88,1.31,1189
0.042749822,0,"StreamingTV_Yes, num_services, OnlineBackup_Yes",44,30.35,1359.7,Month-to-month,DSL,LOW,1.0,30.35,1.3,1190
0.0009021118,0,"tenure, Contract_Two year, PaymentMethod_Electronic check",13,74.3,940.35,Month-to-month,Fiber optic,LOW,19.421786120591584,1443.04,1.3,1190
0.015089293,0,"charge_per_service, PaymentMethod_Electronic check, num_services",51,85.5,4421.95,Two year,DSL,LOW,1.0,85.5,1.29,1192
0.013926802,0,"charge_per_service, PaymentMethod_Electronic check, Contract_One year",43,92.55,4039.0,Month-to-month,Fiber optic,LOW,1.0,92.55,1.29,1192
0.00055127725,0,"charge_per_service, Contract_Two year, PaymentMethod_Electronic check",8,94.75,759.55,Month-to-month,Fiber optic,LOW,24.421786120591584,2313.96,1.28,1195
0.011053015,0,"Contract_Two year, charge_per_service, PaymentMethod_Electronic check",72,115.8,8476.5,Two year,Fiber optic,LOW,1.0,115.8,1.28,1195
0.0010892698,0,"Contract_Two year, PaymentMethod_Electronic check, tenure",20,94.55,1899.65,Month-to-month,Fiber optic,LOW,12.421786120591584,1174.48,1.28,1195
0.018285906,0,"num_services, MonthlyCharges, tenure",72,69.65,4908.25,Two year,DSL,LOW,1.0,69.65,1.27,1197
0.0023219923,0,"tenure, Contract_Two year, num_services",6,20.2,98.35,Month-to-month,No,LOW,26.421786120591584,533.72,1.24,1198
0.06001368,1,"charge_per_service, PaymentMethod_Electronic check, PaymentMethod_Credit card (automatic)",48,20.65,1057.0,Two year,No,LOW,1.0,20.65,1.24,1198
0.0006967281,0,"tenure, Contract_Two year, TotalCharges",7,69.7,516.15,Month-to-month,DSL,LOW,25.421786120591584,1771.9,1.23,1200
0.0011752773,0,"tenure, TotalCharges, PaymentMethod_Electronic check",21,90.05,1862.9,Month-to-month,Fiber optic,LOW,11.421786120591584,1028.53,1.21,1201
0.007535478,0,"num_services, tenure, Contract_Two year",28,35.9,973.65,Month-to-month,DSL,LOW,4.421786120591584,158.74,1.2,1202
0.018669821,0,"PaymentMethod_Electronic check, StreamingTV_Yes, TotalCharges",61,64.05,3902.6,One year,DSL,LOW,1.0,64.05,1.2,1202
0.014001592,0,"charge_per_service, PaymentMethod_Electronic check, num_services",54,84.4,4484.05,One year,Fiber optic,LOW,1.0,84.4,1.18,1204
0.0018255902,0,"tenure, Contract_Two year, StreamingMovies_Yes",1,20.2,20.2,Month-to-month,No,LOW,31.421786120591584,634.72,1.16,1205
0.0061881174,0,"Contract_Two year, tenure, num_services",30,74.75,2111.3,Month-to-month,DSL,LOW,2.421786120591584,181.03,1.12,1206
0.00664656,0,"charge_per_service, PaymentMethod_Electronic check, num_services",27,30.75,805.1,Month-to-month,DSL,LOW,5.421786120591584,166.72,1.11,1207
0.0030208994,0,"charge_per_service, Contract_Two year, PaymentMethod_Electronic check",28,81.05,2227.1,Month-to-month,Fiber optic,LOW,4.421786120591584,358.39,1.08,1208
0.0098339785,0,"tenure, PaymentMethod_Electronic check, charge_per_service",27,20.25,538.2,Two year,No,LOW,5.421786120591584,109.79,1.08,1208
0.017197208,0,"tenure, Contract_Two year, num_services",35,61.2,2021.2,One year,DSL,LOW,1.0,61.2,1.05,1210
0.0008787736,0,"Contract_Two year, tenure, TotalCharges",1,35.55,35.55,Month-to-month,DSL,LOW,31.421786120591584,1117.04,0.98,1211
0.008395334,0,"Contract_Two year, charge_per_service, num_services",72,114.95,8196.4,Two year,Fiber optic,LOW,1.0,114.95,0.97,1212
0.008633532,0,"Contract_Two year, PaymentMethod_Electronic check, charge_per_service",46,110.0,4874.8,One year,Fiber optic,LOW,1.0,110.0,0.95,1213
0.008152669,0,"Contract_Two year, charge_per_service, PaymentMethod_Electronic check",61,115.1,7008.15,Two year,Fiber optic,LOW,1.0,115.1,0.94,1214
0.001001304,0,"Contract_Two year, charge_per_service, PaymentMethod_Electronic check",1,29.85,29.85,Month-to-month,DSL,LOW,31.421786120591584,937.94,0.94,1214
0.014420217,0,"charge_per_service, StreamingTV_Yes, num_services",69,64.15,4254.1,Two year,DSL,LOW,1.0,64.15,0.93,1217
0.01520594,0,"charge_per_service, num_services, Contract_Two year",33,60.9,2033.85,Month-to-month,DSL,LOW,1.0,60.9,0.93,1217
0.009276388,0,"tenure, PaymentMethod_Electronic check, PaymentMethod_Credit card (automatic)",71,100.45,7159.7,Two year,Fiber optic,LOW,1.0,100.45,0.93,1217
0.009301941,0,"PaymentMethod_Electronic check, charge_per_service, num_services",56,99.9,5706.3,Two year,Fiber optic,LOW,1.0,99.9,0.93,1217
0.0092199445,0,"TotalCharges, charge_per_service, PaymentMethod_Electronic check",32,99.55,3204.65,Month-to-month,Fiber optic,LOW,1.0,99.55,0.92,1220
0.01024293,0,"charge_per_service, num_services, PaymentMethod_Electronic check",39,86.3,3266.0,Month-to-month,Fiber optic,LOW,1.0,86.3,0.88,1221
0.009847141,0,"charge_per_service, num_services, MonthlyCharges",72,89.8,6510.45,Two year,DSL,LOW,1.0,89.8,0.88,1221
0.008829384,0,"charge_per_service, PaymentMethod_Electronic check, num_services",35,99.05,3395.8,Month-to-month,Fiber optic,LOW,1.0,99.05,0.87,1224
0.002584303,0,"charge_per_service, Contract_Two year, PaymentMethod_Electronic check",15,19.4,289.3,Month-to-month,No,LOW,17.421786120591584,337.98,0.87,1224
0.033696044,0,"charge_per_service, PaymentMethod_Electronic check, MonthlyCharges",43,25.7,1188.2,Two year,No,LOW,1.0,25.7,0.87,1224
0.00055538915,0,"tenure, PaymentMethod_Electronic check, TotalCharges",1,49.05,49.05,Month-to-month,DSL,LOW,31.421786120591584,1541.24,0.86,1227
